ebotdata__Business_Metric_Type__c,ebotdata__Current_Confidence_For_Utterance__c,ebotdata__Current_Dialog_Id__c,ebotdata__Current_Dialog_Name__c,ebotdata__Current_Threshold_High__c,ebotdata__Current_Utterance__c,ebotdata__Intent_Name__c,ebotdata__Intent_Type__c,ebotdata__Live_Agent_Session_Id__c,ebotdata__Successful_Resolution__c,ebotdata__Topic_Name__c
Start,0.3589,0Xd1l00000001CuCAI,Get_Article,0.0438,the error 10004 is occurring,bot.business_answer.presentation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Start,0.9964,0Xd1l00000001CuCAI,Get_Article,0.6503,what is the 10004 error on Questions portal,bot.business_answer.presentation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,how do I add schedule to the schedule,bot.offer_escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,0.9985,0Xd1l00000001DeCAI,Export_XML,0.9981,help me export a product schedule,business.product.export_xml,Business,e2d63897-989e-48ca-b2fe-113a0956db57,,Tapscan
,,0Xd1l00000001ChCAI,Confused,,80040DC2 error is in Nitro,bot.fallback,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,help for the undefined word error,bot.offer_escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,there is an error when I refresh a database,bot.offer_escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001ChCAI,Confused,,I'm having trouble with my schedule,bot.fallback,Generic,aa2f5e23-31be-433b-b455-496fdae8c0f0,,
Direct,1,0Xd1l00000001DjCAI,Error_55,0.967,I get error in Nitro ranges while modifying selections in Nitro Range,business.nitro.error.55,Business,91d15761-c4dd-4daa-9a10-e159e4218606,,Nitro
Start,1,0Xd1l00000001CuCAI,Get_Article,0.967,I get error in Nitro ranges while modifying selections in Nitro Range,bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.967,I get error in Nitro ranges while modifying selections in Nitro Range,bot.escalation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
Direct,1,0Xd1l00000001DLCAY,Error_8004ade9,0.8265,Unable to access database in AD,business.desktop.error.8004ade9,Business,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,questions Desktop
Direct,1,0Xd1l00000001DQCAY,Error_800a03ec,0.9858,getting 800a03ec error on Questions,business.desktop.error.800a03ec,Business,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,questions Desktop
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9858,getting 800a03ec error on Questions,bot.business_answer.presentation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9858,getting 800a03ec error on Questions,bot.escalation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.7766,how to find OK button on Questions,bot.escalation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
Direct,1,0Xd1l00000001DTCAY,Secondary_Monitor,0.9822,cannot make selections on Nielsen,business.desktop.secondary_monitor,Business,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,questions Desktop
,,0Xd1l00000001ChCAI,Confused,,help with a schedule,bot.fallback,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,0.9986,0Xd1l00000001D2CAI,Escalation_Flow,0.9925,"help ""Cannot open more than 5 research report groups""",bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001ChCAI,Confused,,what is needed to find OK on Questions Desktop,bot.fallback,Generic,566e376d-1a33-4a83-8753-13245e55a729,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9733,I am receiving report missing item in Nielsen Questions Desktop,bot.escalation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
,,0Xd1l00000001ChCAI,Confused,,doesn't work i'm getting an error,bot.fallback,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
,,0Xd1l00000001D2CAI,Escalation_Flow,,doesn't work i'm getting an error,bot.escalation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
Direct,1,0Xd1l00000001DJCAY,Access_Issues,0.9488,issue accessing GTC,business.gtc.access_issues,Business,91d15761-c4dd-4daa-9a10-e159e4218606,,Global Track Complete
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9488,issue accessing GTC,bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9704,I get 3004 issue when trying to run Questions on Demand report,bot.escalation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,0.4885,0Xd1l00000001D2CAI,Escalation_Flow,0.0438,what is the 800004005 error mean,bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,help me with the frequency/reach,bot.offer_escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,1,0Xd1l00000001CsCAI,EVIP,0.9162,I need help with the latest VIP,business.questions.evip,Business,d03c180d-7f54-46ec-b5df-345b0c596eea,,questions
Direct,1,0Xd1l00000001CkCAI,Questions_Portal,0.9499,access Nielsen Questions,business.questions.not_connecting.ie,Business,d03c180d-7f54-46ec-b5df-345b0c596eea,,questions
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.8265,Unable to access database in AD,bot.escalation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9822,cannot make selections on Nielsen,bot.business_answer.presentation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
Direct,1,0Xd1l00000001DrCAI,Error,0.789,got an error,business.error.disambig,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,Disambiguation
Direct,1,0Xd1l00000001DrCAI,Error,0.789,error,business.error.disambig,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,Disambiguation
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9392,Need help associating a dictionary,bot.escalation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
Direct,0.9964,0Xd1l00000001DnCAI,Error_3004,0.6503,what is the 10004 error on Questions portal,business.product.error.3004,Business,e2d63897-989e-48ca-b2fe-113a0956db57,,Nielsen OnDemand
,0.9041,0Xd1l00000001D2CAI,Escalation_Flow,0.6503,the error: 3004 on the Questions On Demand is showing,bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,0.9863,0Xd1l00000001DWCAY,Product_Access_Problem,0.9427,there is a Product error showing up,business.product.access_problem,Business,e2d63897-989e-48ca-b2fe-113a0956db57,,OneLight
Start,0.9863,0Xd1l00000001CuCAI,Get_Article,0.9427,there is a Product error showing up,bot.business_answer.presentation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,there is an error opening the project,bot.offer_escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,0.5395,0Xd1l00000001DZCAY,Research_Window,0.0149,how do I generate a report,business.product.research_window,Business,e2d63897-989e-48ca-b2fe-113a0956db57,,Tapscan
Start,0.5395,0Xd1l00000001CuCAI,Get_Article,0.0149,how do I generate a report,bot.business_answer.presentation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,0.9974,0Xd1l00000001D2CAI,Escalation_Flow,0.0149,the research report window won't open,bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001ChCAI,Confused,,help me with the frequency/reach,bot.fallback,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,0.7214,0Xd1l000000017fCAA,More_than_5,0.0125,I need help with the latest VIP,business.product.more_than_5,Business,4a34c5d4-c72a-4ad5-808e-5d00e79682ff,,Tapscan
Start,0.7214,0Xd1l00000000BOCAY,Get_Article,0.0125,I need help with the latest VIP,bot.business_answer.presentation,Generic,4a34c5d4-c72a-4ad5-808e-5d00e79682ff,,
Direct,1,0Xd1l00000001DNCAY,dbdate,0.2349,data does not seem current in Nielsen Interface to Office,business.desktop.dbdate,Business,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,questions Desktop
,,0Xd1l00000001ChCAI,Confused,,business.error.disambig,bot.fallback,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9488,issue accessing GTC,bot.escalation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
Direct,1,0Xd1l00000001DhCAI,Error_800004005,0.1169,I am facing Nitro Error 800004005,business.nitro.error.800004005,Business,91d15761-c4dd-4daa-9a10-e159e4218606,,Nitro
Direct,1,0Xd1l00000001DgCAI,Undefined_Word,0.9772,I receive undefined Word in command message,business.nitro.undefined_word,Business,91d15761-c4dd-4daa-9a10-e159e4218606,,Nitro
Direct,1,0Xd1l00000001DlCAI,Error_Flash,0.5358,Npower text replaced with Flash,business.npower.error.flash,Business,91d15761-c4dd-4daa-9a10-e159e4218606,,NPOWER
Start,1,0Xd1l00000001CuCAI,Get_Article,0.5358,Npower text replaced with Flash,bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
Direct,1,0Xd1l00000001DnCAI,Error_3004,0.9704,I get 3004 issue when trying to run Questions on Demand report,business.product.error.3004,Business,91d15761-c4dd-4daa-9a10-e159e4218606,,Nielsen OnDemand
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9704,I get 3004 issue when trying to run Questions on Demand report,bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
Start,0.994,0Xd1l00000001CuCAI,Get_Article,0.8622,I am seeing Product error when opening project,bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,0.994,0Xd1l00000001D2CAI,Escalation_Flow,0.8622,I am seeing Product error when opening project,bot.escalation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,#800004005 is showing,bot.offer_escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,0.9989,0Xd1l00000001DiCAI,Error_80040dc2,0.997,error #80040dc2 did not open in database,business.nitro.error.80040dc2,Business,e2d63897-989e-48ca-b2fe-113a0956db57,,Nitro
,0.9964,0Xd1l00000001D2CAI,Escalation_Flow,0.6503,what is the 10004 error on Questions portal,bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,0.995,0Xd1l00000001DYCAY,More_than_5,0.9925,why can't I open more than 5 groups for product,business.product.more_than_5,Business,e2d63897-989e-48ca-b2fe-113a0956db57,,Tapscan
,0.995,0Xd1l00000001D2CAI,Escalation_Flow,0.9925,why can't I open more than 5 groups for product,bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,0.7961,0Xd1l000000017fCAA,More_than_5,0.0125,how do I find the VIP books,business.product.more_than_5,Business,3dec5993-21e1-497f-aac5-cad009458c5d,,Tapscan
,0.8446,0Xd1l00000000C2CAI,Escalation_Flow,0.0125,Where's the rating for my market,bot.escalation,Generic,4a34c5d4-c72a-4ad5-808e-5d00e79682ff,,
Start,0.9041,0Xd1l00000001CuCAI,Get_Article,0.6503,the error: 3004 on the Questions On Demand is showing,bot.business_answer.presentation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001ChCAI,Confused,,what are the steps to add the schedule,bot.fallback,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001ChCAI,Confused,,show me how to create a schedule,bot.fallback,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,0.5395,0Xd1l00000001D2CAI,Escalation_Flow,0.0149,how do I generate a report,bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,1,0Xd1l00000001DiCAI,Error_80040dc2,0.9139,"I see Error: ""80040dC2 database not opened"" when trying to select a database in Nitro",business.nitro.error.80040dc2,Business,91d15761-c4dd-4daa-9a10-e159e4218606,,Nitro
Direct,1,0Xd1l00000001DmCAI,Error_10004,0.7192,Nielsen Error Message 10004,business.product.error.10004,Business,91d15761-c4dd-4daa-9a10-e159e4218606,,Nielsen OnDemand
Start,1,0Xd1l00000001CuCAI,Get_Article,0.7192,Nielsen Error Message 10004,bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,0.8474,0Xd1l00000001D2CAI,Escalation_Flow,0.0438,error 55 on nitro page,bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001ChCAI,Confused,,10004 when rendering report,bot.fallback,Generic,7add94cf-e4a5-4bd5-98be-9834e24934c9,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,I want to figure out whether it is possible to add schedule to schedule,bot.offer_escalation,Generic,aa2f5e23-31be-433b-b455-496fdae8c0f0,,
Direct,1,0Xd1l00000001DrCAI,Error,0.789,keep getting an error,business.error.disambig,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,Disambiguation
,,0Xd1l00000001ChCAI,Confused,,800004005,bot.fallback,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,0.7214,0Xd1l00000000C2CAI,Escalation_Flow,0.0125,I need help with the latest VIP,bot.escalation,Generic,4a34c5d4-c72a-4ad5-808e-5d00e79682ff,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9499,access Nielsen Questions,bot.escalation,Generic,d03c180d-7f54-46ec-b5df-345b0c596eea,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.8739,can't start ITO,bot.escalation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
Direct,0.9785,0Xd1l00000001DSCAY,Error_Switch_To,0.0523,receive error message switch to on Nielsen Questions Desktop,business.desktop.error.switch_to,Business,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,questions Desktop
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9822,cannot make selections on Nielsen,bot.escalation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
Direct,1,0Xd1l00000001DrCAI,Error,0.789,I was trying to use the application but got an error,business.error.disambig,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,Disambiguation
,,0Xd1l00000001D2CAI,Escalation_Flow,,800004005,bot.escalation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
Start,0.8446,0Xd1l00000000BOCAY,Get_Article,0.0125,Where's the rating for my market,bot.business_answer.presentation,Generic,4a34c5d4-c72a-4ad5-808e-5d00e79682ff,,
Start,0.9989,0Xd1l00000001CuCAI,Get_Article,0.997,error #80040dc2 did not open in database,bot.business_answer.presentation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,0.9989,0Xd1l00000001D2CAI,Escalation_Flow,0.997,error #80040dc2 did not open in database,bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001ChCAI,Confused,,there is an error opening the project,bot.fallback,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,i am having an error creating a spot,bot.offer_escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,show me how to create a schedule,bot.offer_escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Start,0.9986,0Xd1l00000001CuCAI,Get_Article,0.9925,"help ""Cannot open more than 5 research report groups""",bot.business_answer.presentation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
,,0Xd1l00000001ChCAI,Confused,,doesn't work i'm getting an error,bot.fallback,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
Start,1,0Xd1l00000001CuCAI,Get_Article,0.1169,I am facing Nitro Error 800004005,bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,0.9973,0Xd1l00000001D2CAI,Escalation_Flow,0.9811,what is the flash error,bot.escalation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,0.9966,0Xd1l00000001DlCAI,Error_Flash,0.9811,there is a chrome flash issue,business.npower.error.flash,Business,e2d63897-989e-48ca-b2fe-113a0956db57,,NPOWER
,,0Xd1l00000001ChCAI,Confused,,i am having an error creating a spot,bot.fallback,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,0.9977,0Xd1l00000001DcCAI,Cannot_Enter_Data,0.9966,can't enter Data on the tapascan web,business.product.cannot_enter_data,Business,e2d63897-989e-48ca-b2fe-113a0956db57,,Tapscan
Start,0.9977,0Xd1l00000001CuCAI,Get_Article,0.9966,can't enter Data on the tapascan web,bot.business_answer.presentation,Generic,e2d63897-989e-48ca-b2fe-113a0956db57,,
Direct,1,0Xd1l00000001DMCAY,Blank_Screen,0.9856,i see empty screen in Nielsen Questions desktop,business.desktop.blank_screen,Business,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,questions Desktop
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9856,i see empty screen in Nielsen Questions desktop,bot.escalation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
Direct,1,0Xd1l00000001DOCAY,Crash_On_Launch,0.8739,can't start ITO,business.desktop.crash_on_launch,Business,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,questions Desktop
Start,1,0Xd1l00000001CuCAI,Get_Article,0.8265,Unable to access database in AD,bot.business_answer.presentation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
Start,1,0Xd1l00000001CuCAI,Get_Article,0.7766,how to find OK button on Questions,bot.business_answer.presentation,Generic,1d0b65cc-9d29-48db-b23f-2fc5980951ee,,
Direct,1,0Xd1l00000001DkCAI,Dictionary,0.9392,Need help associating a dictionary,business.nitro.dictionary,Business,91d15761-c4dd-4daa-9a10-e159e4218606,,Nitro
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9392,Need help associating a dictionary,bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9139,"I see Error: ""80040dC2 database not opened"" when trying to select a database in Nitro",bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9139,"I see Error: ""80040dC2 database not opened"" when trying to select a database in Nitro",bot.escalation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9772,I receive undefined Word in command message,bot.business_answer.presentation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9772,I receive undefined Word in command message,bot.escalation,Generic,91d15761-c4dd-4daa-9a10-e159e4218606,,
